year;state_abbr;violentCrimePer100Capita;totalCrimePer100Capita;ViolentRatio
2012;SC;0.5604840733;8.7869862009;6.3785700862
2013;SC;0.5084526614;8.315023128;6.1148676746
2014;SC;0.4977677277;7.9964217379;6.2248808784
2015;SC;0.4994653547;7.6871452638;6.4974101251
2016;SC;0.5068125429;7.5754533126;6.6901942624
2017;SC;0.5060922457;7.3997967426;6.8392722575
2018;SC;0.4882844193;7.0118626069;6.9636906298
1979;SD;0.1590711176;5.9195936139;2.6871965871
1980;SD;0.1268495257;6.4863262605;1.9556451613
1981;SD;0.1048175182;6.0262773723;1.7393410853
1982;SD;0.0989869754;5.2897250362;1.8713066316
1983;SD;0.12;5.0951428571;2.3551842091
1984;SD;0.1474504249;5.2249291785;2.8220559532
1985;SD;0.1365819209;5.2816384181;2.5859763598
1986;SD;0.1247175141;5.431920904;2.296011233
1987;SD;0.1197461213;5.3559943583;2.2357402433
1988;SD;0.1137062937;5.161958042;2.2027744662
1989;SD;0.1355244755;5.3703496503;2.5235689359
1990;SD;0.1627864208;5.8186447204;2.7976690207
1991;SD;0.1822190612;6.1584637269;2.9588395621
1992;SD;0.1945147679;5.9977496484;3.2431291624
1993;SD;0.2083916084;5.9163636364;3.5222920902
1994;SD;0.2276005548;6.2044382802;3.6683506952
1995;SD;0.2075445816;6.1212620027;3.3905521692
1996;SD;0.1771857923;5.9398907104;2.9829806808
1997;SD;0.1974254743;6.4899728997;3.0420076833
1998;SD;0.1543360434;5.2482384824;2.940720851
1999;SD;0.1673639026;5.2885356409;3.1646549056
2000;SD;0.1667894293;4.6396341496;3.5948832163
2001;SD;0.154419483;4.6534199102;3.3184085241
2002;SD;0.1775294995;4.5610616001;3.8922846269
2003;SD;0.1737470666;4.3542662161;3.9902720231
2004;SD;0.1711606613;4.2054395092;4.0699827203
2005;SD;0.1789947644;3.8924586034;4.5985014256
2006;SD;0.2648611941;4.0625691408;6.5195492036
2007;SD;0.241894767;3.9574787683;6.1123452872
2008;SD;0.27692323;4.0025168056;6.9187274761
2009;SD;0.2187391908;3.9771880997;5.4998452491
2010;SD;0.2689205705;4.2576641138;6.3161527842
2011;SD;0.2555874079;4.226359379;6.0474603539
2012;SD;0.3238426611;4.8023672527;6.7433964148
2013;SD;0.323236863;4.5496800747;7.1046064261
2014;SD;0.3282534712;4.4544499967;7.3691133912
2015;SD;0.3848848201;4.714780766;8.1633662142
2016;SD;0.4220339809;4.8976138134;8.6171347316
2017;SD;0.4297561166;4.6584967582;9.2252101667
2018;SD;0.4046540888;4.266663644;9.4840869242
1979;TN;0.4140410959;8.0267579909;5.1582606123
1980;TN;0.4581143482;8.9957959253;5.0925382478
1981;TN;0.4125596529;8.6228199566;4.78450965
1982;TN;0.421113739;8.8272629542;4.7706037666
1983;TN;0.4020490928;8.0233084312;5.0110138018
1984;TN;0.4454102184;7.7791816833;5.7256693119
1985;TN;0.4744225115;8.3334313314;5.6930031902
1986;TN;0.5396418905;9.0684988549;5.9507300946
1987;TN;0.5334706488;9.331246138;5.7170354412
1988;TN;0.5327302297;8.9388900183;5.9596910649
1989;TN;0.5489473684;9.0272064777;6.081032596
1990;TN;0.670427716;10.1019748072;6.6366005537
1991;TN;0.7259236826;10.7333333333;6.7632641238
1992;TN;0.7461584395;10.2715366242;7.2643311978
1993;TN;0.7657776035;10.4790743283;7.30768367
1994;TN;0.7479227053;10.2396908213;7.3041532051
1995;TN;0.7714802131;10.7254185693;7.1930079755
1996;TN;0.7739661654;10.8986466165;7.1014887687
1997;TN;0.7896609538;11.0235842027;7.1633775302
1998;TN;0.7150064445;10.0688639293;7.1011630459
1999;TN;0.6950078736;9.3885787179;7.4026952796
2000;TN;0.7071717121;9.7804240007;7.2304811335
2001;TN;0.7440083292;10.2886597866;7.2313434854
2002;TN;0.7178491263;10.0508204434;7.1421943147
2003;TN;0.691318427;10.1612808304;6.8034575417
2004;TN;0.6976229609;10.0488385281;6.9423243185
2005;TN;0.7573191935;10.1145028875;7.4874583744
2006;TN;0.7624524264;9.8000547459;7.7800833381
2007;TN;0.754980047;9.7072482925;7.777487752
2008;TN;0.7226678904;9.5255779348;7.5866041446
2009;TN;0.6659991798;8.8652713185;7.5124511806
2010;TN;0.6120234635;8.5494844148;7.1586008449
2011;TN;0.6077546018;8.4313743567;7.2082507089
2012;TN;0.6384748116;8.0291697147;7.9519406648
2013;TN;0.5858307544;7.5938982979;7.7144930239
2014;TN;0.6107261714;7.3867795477;8.2678272376
2015;TN;0.6188878457;7.2138583812;8.5791515855
2016;TN;0.6385384314;7.0687538312;9.0332531966
2017;TN;0.6549612345;7.2134574411;9.0797130199
2018;TN;0.623721383;6.8982172848;9.0417764074
1979;TX;0.5079417258;11.8505341801;4.286234849
1980;TX;0.550310099;12.2860762822;4.4791362708
1981;TX;0.5324296849;12.1006167401;4.4000210592
1982;TX;0.5770811518;12.6044109948;4.5784063378
1983;TX;0.5122487917;11.814525566;4.3357542272
1984;TX;0.5049534055;12.0598911752;4.1870477779
1985;TX;0.5499694563;13.1373854612;4.1862930638
1986;TX;0.6589437717;14.8162330656;4.4474446967
1987;TX;0.6311334803;15.4448627077;4.0863651053
1988;TX;0.652556615;16.0353873659;4.0694783364
1989;TX;0.6585192161;15.8538755812;4.1536797276
1990;TX;0.7614454058;15.6535274168;4.8643694518
1991;TX;0.8400657098;15.6381001787;5.3719166666
1992;TX;0.8063491164;14.1158586316;5.7123632185
1993;TX;0.762126338;12.8781653818;5.9179729051
1994;TX;0.7064860159;11.7447491566;6.0153350784
1995;TX;0.6638698996;11.3686819056;5.8394623502
1996;TX;0.6444479297;11.4178377248;5.6442204318
1997;TX;0.6025309944;10.9610268018;5.4970305729
1998;TX;0.5646052632;10.2232995951;5.5227302878
1999;TX;0.5602934044;10.0634594418;5.5676023507
2000;TX;0.5450507438;9.910990983;5.4994575689
2001;TX;0.5715927995;10.2831863186;5.5585183594
2002;TX;0.5797416148;10.3997414538;5.5745771889
2003;TX;0.553064885;10.3059469563;5.3664635319
2004;TX;0.5409239924;10.0772403362;5.3677790182
2005;TX;0.5281242024;9.6943420828;5.4477570309
2006;TX;0.5172839991;9.2007655507;5.6221843306
2007;TX;0.5104252861;9.2655404574;5.5088560502
2008;TX;0.5080163279;8.9896096407;5.6511500297
2009;TX;0.4910116905;9.0126090788;5.4480526807
2010;TX;0.4483780563;8.4303437793;5.3186212572
2011;TX;0.4086099685;7.7836504358;5.2495930004
2012;TX;0.4085638827;7.5433919977;5.4161825718
2013;TX;0.4103164923;7.3558013339;5.5781345047
2014;TX;0.4066521473;6.8751496993;5.9148115321
2015;TX;0.4126667507;6.5396230698;6.3102528438
2016;TX;0.4338455428;6.4335706086;6.7434643863
2017;TX;0.4377546123;5.9819614058;7.3179110098
2018;TX;0.4108690574;5.5561375932;7.3948682961
1979;UT;0.3041697147;10.9840526701;2.7691938835
1980;UT;0.3033462693;11.7611975905;2.5792124222
1981;UT;0.2986147757;11.5;2.5966502237
1982;UT;0.2857142857;10.6680823681;2.6782159704
1983;UT;0.2559604694;10.2358245831;2.5006336065
1984;UT;0.2442493947;9.5324455206;2.5622952069
1985;UT;0.2673556231;10.6346504559;2.5140048016
1986;UT;0.2667267267;10.9567567568;2.434358384
1987;UT;0.2298214286;11.2372619048;2.0451728412
1988;UT;0.2430514488;11.1570668244;2.1784529274
1989;UT;0.2587580551;11.364264792;2.2769449657
1990;UT;0.2839481092;11.3198479264;2.5084092214
1991;UT;0.2868361582;11.2152542373;2.5575537756
1992;UT;0.2905129619;11.3170435742;2.5670393512
1993;UT;0.3010215054;10.4747311828;2.8737874044
1994;UT;0.3045073375;10.6018867925;2.8721994819
1995;UT;0.3288057406;12.1816504357;2.6991887707
1996;UT;0.3319;11.9717;2.7723715095
1997;UT;0.3340456532;11.9909664886;2.7858109148
1998;UT;0.3142380952;11.0118095238;2.8536463018
1999;UT;0.275561123;9.9537241365;2.7684223436
2000;UT;0.2557352354;8.9521214024;2.8566998139
2001;UT;0.2332019141;8.4527575227;2.7588856469
2002;UT;0.2366752645;8.8950741098;2.6607452802
2003;UT;0.2503699855;9.0108536175;2.7785379295
2004;UT;0.2332788589;8.5436987856;2.7304199828
2005;UT;0.2253512983;8.1240508301;2.7738784871
2006;UT;0.2263081343;7.4776976098;3.0264413748
2007;UT;0.239932258;7.5173229805;3.1917247483
2008;UT;0.2252940334;7.2019540831;3.1282347927
2009;UT;0.215401146;7.020755793;3.0680620774
2010;UT;0.2134766647;6.7909719367;3.1435362528
2011;UT;0.1970972307;6.369577028;3.0943535161
2012;UT;0.2080304154;6.4607472632;3.2199126031
2013;UT;0.2288834834;6.5758183429;3.4806844019
2014;UT;0.2195280825;6.2824970504;3.4942807101
2015;UT;0.2386786472;6.5242731302;3.6583178298
2016;UT;0.2432726378;6.4859783183;3.7507470094
2017;UT;0.2421757729;6.0401183584;4.0094540954
2018;UT;0.2330830517;5.2212122027;4.4641558819
1979;VA;0.3009813354;8.7225707139;3.4506035578
1980;VA;0.3072277705;9.2400137356;3.3249709281
1981;VA;0.3217102838;9.3416881681;3.4438131313
1982;VA;0.3090511746;8.5114915316;3.6309872776
1983;VA;0.2925405405;7.9231711712;3.6922153292
1984;VA;0.2955997161;7.5671043293;3.9063782293
1985;VA;0.2946547494;7.5581493165;3.8985039465
1986;VA;0.3059961984;7.7195783653;3.9638978179
1987;VA;0.2949525745;7.9189701897;3.7246329694
1988;VA;0.2991994663;8.3534356237;3.581753422
1989;VA;0.3125122991;8.4228927517;3.7102728044
1990;VA;0.3506181475;8.8812381634;3.947852102
1991;VA;0.3731944003;9.2147311486;4.049976003
1992;VA;0.3748941509;8.597083268;4.3607132695
1993;VA;0.3722076722;8.230935141;4.5220581354
1994;VA;0.3577075702;8.0952380952;4.4187405732
1995;VA;0.3614536114;7.9783922635;4.5304066211
1996;VA;0.3413033708;7.9365393258;4.3004054636
1997;VA;0.3452479952;7.7523611524;4.4534560305
1998;VA;0.3256515977;7.3207480489;4.4483377317
1999;VA;0.3146555638;6.7478239209;4.6630671968
2000;VA;0.2817398847;6.0562985315;4.6520144811
2001;VA;0.2909507764;6.3485601139;4.5829411893
2002;VA;0.2916643626;6.2855206948;4.6402577727
2003;VA;0.2781970118;5.9994699458;4.6370265096
2004;VA;0.2754589691;5.9073972389;4.6629498226
2005;VA;0.2833563382;5.8653730861;4.8310028038
2006;VA;0.2837018068;5.5460739689;5.1153628385
2007;VA;0.2727535243;5.5185552141;4.9424806624
2008;VA;0.2578294572;5.5799849892;4.6206120218
2009;VA;0.2308251476;5.3843977677;4.2869259949
2010;VA;0.2141587818;5.0994067388;4.1996803316
2011;VA;0.1975967575;4.9088493339;4.0253172193
2012;VA;0.1914829891;4.7421233748;4.0379166452
2013;VA;0.197754749;4.5621071431;4.3347239082
2014;VA;0.1983886357;4.3058931343;4.6073748114
2015;VA;0.1996393942;4.1921643599;4.7622034135
2016;VA;0.2198022908;4.2107796415;5.2199903475
2017;VA;0.2104024154;4.0241425874;5.2285029884
2018;VA;0.1999604353;3.7314598978;5.3587721893
1979;VT;0.184178499;10.5983772819;1.7377990431
1980;VT;0.1787603731;9.9769410854;1.791735278
1981;VT;0.127961165;10.1215533981;1.264244331
1982;VT;0.1269379845;9.3837209302;1.3527467988
1983;VT;0.1325714286;8.2655238095;1.6039083744
1984;VT;0.1450943396;7.9358490566;1.828340466
1985;VT;0.1476635514;7.7760747664;1.898947166
1986;VT;0.149168207;7.9537892791;1.8754357425
1987;VT;0.1364963504;8.5423357664;1.5978808852
1988;VT;0.1422661871;8.4809352518;1.6774822921
1989;VT;0.1328042328;8.1770723104;1.624104909
1990;VT;0.1272305325;8.6818845756;1.465471366
1991;VT;0.1167548501;7.9104056437;1.4759653973
1992;VT;0.1094736842;6.82;1.6051859855
1993;VT;0.1142361111;7.9447916667;1.4378742188
1994;VT;0.0968965517;6.5006896552;1.490558031
1995;VT;0.1182905983;6.8673504274;1.7225070941
1996;VT;0.1212224109;6.0057724958;2.0184316164
1997;VT;0.1196943973;5.6563667233;2.1161003722
1998;VT;0.1062605753;6.2781725888;1.6925398879
1999;VT;0.1138545491;5.637147573;2.0197191515
2000;VT;0.1134969376;5.9737823717;1.8999175144
2001;VT;0.1050608668;5.539513653;1.8965720344
2002;VT;0.1067474789;5.0615825882;2.108974359
2003;VT;0.1141532237;4.6856103968;2.4362508615
2004;VT;0.1147717523;4.9166737762;2.3343373494
2005;VT;0.1256452979;4.9907854759;2.5175455541
2006;VT;0.1450534374;5.0728633068;2.859399684
2007;VT;0.1290937362;4.9911952277;2.5864293086
2008;VT;0.1374603634;5.394433982;2.5481888166
2009;VT;0.134617859;5.0974652599;2.6408783997
2010;VT;0.1310094598;4.7866383132;2.7369826435
2011;VT;0.1476239722;5.110502528;2.8886390606
2012;VT;0.1423429555;5.2860198769;2.6928191489
2013;VT;0.1236330571;4.6943870592;2.6336357767
2014;VT;0.1025899577;3.3206917403;3.0894152693
2015;VT;0.1193123011;3.1506753044;3.7868802596
2016;VT;0.1365195379;3.4153947837;3.9971817755
2017;VT;0.1732516713;3.3372563148;5.1914403608
2018;VT;0.1719625929;2.910111624;5.9091407879
1979;WA;0.4346408558;13.0590422822;3.3282751249
1980;WA;0.4642952391;13.8299592228;3.3571699785
1981;WA;0.4472697056;13.484045584;3.3170290238
1982;WA;0.4063839812;12.5644287397;3.23440078
1983;WA;0.3717674419;12.1554883721;3.0584327876
1984;WA;0.4064382617;12.2034030812;3.330532139
1985;WA;0.4254252665;13.057654797;3.2580526374
1986;WA;0.4370378669;13.7593546942;3.176296248
1987;WA;0.4395107977;14.0342000881;3.1317124948
1988;WA;0.4663996536;14.2260662481;3.278486445
1989;WA;0.4717496324;13.1876496534;3.577207803
1990;WA;0.5015727315;12.4458256245;4.0300478785
1991;WA;0.5225986449;12.6081705859;4.1449204809
1992;WA;0.5345404984;12.3455996885;4.3298058574
1993;WA;0.5145575642;11.9045861085;4.3223473671
1994;WA;0.5112670784;12.0550626989;4.2410984596
1995;WA;0.4842570429;12.5396059658;3.8618202536
1996;WA;0.4311765769;11.8188324598;3.6482163392
1997;WA;0.4407130125;11.8526737968;3.7182581756
1998;WA;0.4285463175;11.7348918966;3.6518982981
1999;WA;0.3772522258;10.5104249021;3.5893146981
2000;WA;0.3696564763;10.2112596603;3.6200869299
2001;WA;0.354690751;10.2944076725;3.4454702229
2002;WA;0.3455380365;10.2168430838;3.3820430999
2003;WA;0.3469412186;10.2038426447;3.4001035759
2004;WA;0.3436417259;10.3806867228;3.3103949194
2005;WA;0.3456031319;10.4707974492;3.3006381183
2006;WA;0.3487133271;9.7175989611;3.5884720957
2007;WA;0.3365271046;8.7670196017;3.8385576842
2008;WA;0.3342075336;8.281011613;4.0358297901
2009;WA;0.336304685;8.0317877853;4.1871709506
2010;WA;0.3134829711;8.0250928748;3.9062846498
2011;WA;0.2953423924;7.7488100642;3.811454791
2012;WA;0.2980718221;7.9743965398;3.7378605463
2013;WA;0.2899877856;8.0415363803;3.6061241521
2014;WA;0.2857783606;7.9975891831;3.5733063307
2015;WA;0.2863710827;7.5690230424;3.7834616321
2016;WA;0.3035462209;7.6537845282;3.9659624561
2017;WA;0.3027837303;6.9407140218;4.3624291297
2018;WA;0.3114818732;6.5152952171;4.7807791171
1979;WI;0.1660805085;8.7759322034;1.8924543242
1980;WI;0.1825710646;9.5972220828;1.902332394
1981;WI;0.18788774;9.5336990926;1.9707748084
1982;WI;0.1904931794;8.8782371459;2.1456194096
1983;WI;0.1909071774;8.5113870764;2.2429619958
1984;WI;0.1965379773;8.3445656735;2.3552810899
1985;WI;0.2069109948;8.0334240838;2.5756264403
1986;WI;0.2578683386;8.1935632184;3.1472063092
1987;WI;0.2499271895;8.3388807988;2.9971310964
1988;WI;0.2143680527;7.9439687114;2.6985007178
1989;WI;0.2226011917;8.3296897473;2.6723827472
1990;WI;0.2646895223;8.790276074;3.0111627907
1991;WI;0.2769525732;8.9317053481;3.1007804486
1992;WI;0.2757339724;8.6380667066;3.1920796841
1993;WI;0.2644104803;8.1081381501;3.2610505082
1994;WI;0.270523416;7.8887052342;3.4292498952
1995;WI;0.2810657818;7.7713839547;3.6166760439
1996;WI;0.2526937984;7.6427131783;3.3063362782
1997;WI;0.2705609284;7.3552417795;3.6784776972
1998;WI;0.2490237366;7.0862557427;3.5141793585
1999;WI;0.2458457815;6.5922780655;3.7292993263
2000;WI;0.2367779554;6.4181368185;3.6892008087
2001;WI;0.2309678582;6.6375049552;3.479739145
2002;WI;0.2249759729;6.5072434248;3.4573160741
2003;WI;0.2211062987;6.2031057909;3.5644450727
2004;WI;0.2098288499;5.7511420391;3.648472747
2005;WI;0.2418209277;5.8224806084;4.1532285627
2006;WI;0.2861330484;6.2142288697;4.6044819777
2007;WI;0.2915217686;6.2708421105;4.6488456173
2008;WI;0.2755346646;6.0754798313;4.5351918251
2009;WI;0.2590731301;5.7417679292;4.5120794372
2010;WI;0.2489080952;5.5150176776;4.5132782833
2011;WI;0.2498842788;5.4004987528;4.6270592814
2012;WI;0.2839347834;5.4863313369;5.1753123527
2013;WI;0.2806570069;4.9614196738;5.6567882863
2014;WI;0.2910530066;4.7888750141;6.0776906008
2015;WI;0.3042533224;4.5903086587;6.6281669713
2016;WI;0.3068812526;4.5251473389;6.7816853154
2017;WI;0.3217858406;4.2660535966;7.5429394719
2018;WI;0.2954467893;3.7106988342;7.9620255512
1979;WV;0.1680511182;4.6505857295;3.6135473677
1980;WV;0.1837074727;5.1032040303;3.5998457354
1981;WV;0.174782163;5.2374167094;3.3371826741
1982;WV;0.1747946612;5.0224845996;3.4802428504
1983;WV;0.1717557252;4.8379643766;3.5501651484
1984;WV;0.1681864754;4.6717213115;3.6000964997
1985;WV;0.1660123967;4.5056818182;3.6845122091
1986;WV;0.1644606566;4.6333507035;3.549497267
1987;WV;0.1373220875;4.3814443859;3.1341739256
1988;WV;0.1314225053;4.4776008493;2.9351098888
1989;WV;0.1466882068;4.7256865913;3.1040612608
1990;WV;0.169280119;5.0060301861;3.3815241362
1991;WV;0.1910049972;5.3268184342;3.5857238159
1992;WV;0.2115342163;5.2194260486;4.0528252411
1993;WV;0.2084065934;5.0651648352;4.1145076259
1994;WV;0.215751921;5.0567508233;4.2666116743
1995;WV;0.2101750547;4.9163019694;4.2750639813
1996;WV;0.2100766703;4.9667031763;4.2297005249
1997;WV;0.2186674009;4.938215859;4.4280648543
1998;WV;0.2486471563;5.0944229707;4.8807717321
1999;WV;0.3506503856;5.4413900277;6.4441325441
2000;WV;0.3164773959;5.2055361148;6.0796311641
2001;WV;0.279570788;5.1216702064;5.4585862966
2002;WV;0.2338654451;5.0219293872;4.6568843778
2003;WV;0.2554321424;5.1889104801;4.9226546375
2004;WV;0.2819235684;5.6755462476;4.9673380512
2005;WV;0.2738573704;5.8128542079;4.7112375533
2006;WV;0.2811704345;5.8350151501;4.8186753119
2007;WV;0.2768158452;5.5888545199;4.9529978671
2008;WV;0.2758935401;5.6189472617;4.9100574769
2009;WV;0.3052022308;5.689598231;5.364214105
2010;WV;0.3012347064;5.0569250548;5.95687504
2011;WV;0.2963489294;4.7987285623;6.175571833
2012;WV;0.320087468;5.4336773165;5.890807446
2013;WV;0.305190724;4.93845743;6.1798796142
2014;WV;0.3164298491;4.7968060599;6.5966779806
2015;WV;0.3474641958;4.925170541;7.0548662807
2016;WV;0.3627291803;4.8389592904;7.496016364
2017;WV;0.3612452726;4.3063254245;8.3887128106
2018;WV;0.2899494527;3.5510501531;8.1651748121
1979;WY;0.3508888889;9.648;3.6369080523
1980;WY;0.3925758177;9.9728331563;3.9364522751
1981;WY;0.4300813008;10.2638211382;4.190264961
1982;WY;0.3041832669;9.6079681275;3.1659479184
1983;WY;0.2371595331;8.0276264591;2.9542920847
1984;WY;0.242074364;7.3655577299;3.2865720814
1985;WY;0.2567779961;8.0302554028;3.1976317463
1986;WY;0.2930966469;8.7143984221;3.3633606446
1987;WY;0.2830612245;8.0624489796;3.51085911
1988;WY;0.3140127389;7.9341825902;3.9577200963
1989;WY;0.2583157895;7.7781052632;3.3210631733
1990;WY;0.3013748159;8.4212986234;3.578721399
1991;WY;0.3102173913;8.777826087;3.5341027292
1992;WY;0.319527897;9.1502145923;3.4920262664
1993;WY;0.2861702128;8.3259574468;3.4370847388
1994;WY;0.2724789916;8.5794117647;3.1759635633
1995;WY;0.2541666667;8.6404166667;2.9416019675
1996;WY;0.2496881497;8.5081081081;2.9347082397
1997;WY;0.2552083333;8.3616666667;3.0521227825
1998;WY;0.2476091476;7.6153846154;3.2514332514
1999;WY;0.232484435;6.9153172839;3.3618766206
2000;WY;0.2665143727;6.5960282068;4.0405280933
2001;WY;0.2576181661;7.0448036877;3.6568537259
2002;WY;0.2734398492;7.159954293;3.8190166872
2003;WY;0.2616951232;7.1545933071;3.6577218573
2004;WY;0.229893237;7.1367716506;3.221249723
2005;WY;0.2303468174;6.7775423646;3.3986776476
2006;WY;0.2537844366;6.4807263633;3.915987536
2007;WY;0.2570625251;6.2724021192;4.0983106666
2008;WY;0.2496864839;5.9492967477;4.1969075418
2009;WY;0.2197438771;5.6732871553;3.8733078567
2010;WY;0.1978552982;5.3089695583;3.7268116909
2011;WY;0.2194389413;4.9785319975;4.4077037457
2012;WY;0.2013436786;4.988675502;4.0360147396
2013;WY;0.2078107345;4.8327998038;4.3000070957
2014;WY;0.1954462061;4.3410621868;4.5022669032
2015;WY;0.2216330949;4.2666075645;5.1945976185
2016;WY;0.2446530235;4.4429057462;5.5065994536
2017;WY;0.2345690528;4.1061675424;5.7126030624
2018;WY;0.2122072846;3.9945511539;5.3124187538
