Year,Score_diff,NA,EU,JP,OT,Global
1996,5.0,2.3,2.0,0.1,0.2,4.6
1996,0.0,2.3,1.9,1.4,0.2,5.7
1996,1.0,3.0,1.3,1.1,0.7,6.0
1996,18.0,0.3,0.2,1.5,0.0,1.9
1996,7.0,0.0,1.6,0.0,0.0,1.6
1997,5.0,4.0,0.0,0.1,0.0,4.1
1997,9.0,4.0,3.9,2.5,0.5,10.9
1997,0.0,3.0,2.5,3.3,1.0,9.7
1997,-1.0,1.5,1.0,0.5,0.2,3.3
1997,1.0,1.1,0.2,1.9,0.2,3.4
1997,-5.0,0.8,0.4,0.0,0.1,1.2
1997,4.0,0.4,0.3,0.4,0.1,1.2
1997,13.0,0.2,0.2,0.0,0.0,0.4
1997,3.0,0.1,0.1,0.7,0.1,1.0
1997,-16.0,0.1,0.1,0.3,0.0,0.5
1998,2.0,3.7,1.8,1.4,0.3,7.1
1998,5.0,3.3,2.2,1.4,0.3,7.2
1998,0.0,3.5,2.0,1.7,0.3,7.5
1998,-3.0,2.5,1.9,2.0,0.6,6.8
1998,6.0,1.4,1.1,0.0,0.1,2.7
1998,-10.0,1.1,2.1,0.0,0.2,3.4
1998,-8.0,0.9,0.1,1.1,0.0,2.1
1998,-4.0,0.9,0.7,1.5,0.2,3.2
1998,8.0,0.4,0.1,0.5,0.0,1.0
1998,-13.0,0.3,0.2,0.1,0.0,0.6
1998,-5.0,0.3,0.1,0.7,0.0,1.1
1998,-2.0,0.1,0.1,0.4,0.0,0.7
1998,7.0,0.0,0.0,0.7,0.1,0.8
1999,3.0,3.9,3.4,1.7,0.5,9.5
1999,0.0,3.4,1.4,0.0,0.2,5.0
1999,6.0,3.1,2.8,0.0,0.3,6.3
1999,-2.0,3.4,2.1,0.9,0.3,6.7
1999,4.0,2.3,1.7,3.6,0.2,7.9
1999,1.0,1.6,0.6,0.0,0.1,2.3
1999,-10.0,0.9,0.4,0.4,0.1,1.9
1999,2.0,0.7,0.5,0.3,0.1,1.6
1999,-6.0,1.2,0.7,0.7,0.1,2.8
1999,13.0,0.6,0.4,0.7,0.1,1.9
1999,-1.0,0.5,0.3,0.0,0.1,0.8
1999,-7.0,0.5,0.4,0.6,0.2,1.6
1999,-11.0,0.3,0.2,0.0,0.0,0.6
2000,21.0,3.0,1.4,0.0,0.2,4.7
2000,-15.0,2.7,2.3,0.2,0.3,5.5
2000,0.0,4.0,2.3,0.5,0.5,7.3
2000,3.0,2.1,2.6,0.0,0.4,5.1
2000,-3.0,1.7,1.2,0.0,0.2,3.1
2000,16.0,1.7,1.2,0.0,0.1,3.0
2000,5.0,1.9,1.0,2.8,0.1,5.8
2000,22.0,1.6,0.1,0.0,0.0,1.7
2000,-14.0,1.9,1.7,0.6,0.3,4.4
2000,14.0,1.2,0.1,0.1,0.2,1.5
2000,37.0,1.0,0.1,0.0,0.0,1.1
2000,-2.0,1.9,0.7,0.1,0.2,3.1
2000,10.0,0.8,0.6,0.1,0.2,1.7
2000,11.0,1.1,0.8,0.0,0.2,2.2
2000,-6.0,1.6,0.8,0.5,0.2,3.3
2000,6.0,0.7,0.5,0.0,0.1,1.2
2000,-13.0,1.2,0.9,0.6,0.4,3.1
2000,-4.0,1.0,1.1,0.3,0.3,2.7
2000,4.0,0.5,0.4,0.0,0.1,1.0
2000,12.0,0.5,0.3,0.0,0.1,0.8
2000,1.0,0.7,0.6,0.8,0.2,2.2
2000,-10.0,0.3,0.2,0.0,0.0,0.6
2000,9.0,0.7,0.5,0.5,0.2,2.0
2000,-9.0,0.4,0.2,1.1,0.2,1.7
2000,-34.0,0.2,0.2,0.2,0.0,0.6
2000,-31.0,0.2,0.1,0.3,0.1,0.7
2000,-1.0,0.2,0.1,0.0,0.0,0.4
2000,-12.0,0.2,0.1,0.1,0.0,0.4
2000,-23.0,0.2,0.1,0.4,0.0,0.7
2000,-22.0,0.2,0.1,0.1,0.0,0.4
2000,-5.0,0.1,0.0,0.4,0.0,0.5
2001,12.0,8.7,4.6,0.3,1.3,14.9
2001,11.0,11.8,6.4,2.0,1.3,21.4
2001,1.0,12.3,4.5,2.2,1.0,20.0
2001,6.0,11.8,3.7,1.3,0.7,17.5
2001,5.0,3.1,2.2,2.7,0.4,8.5
2001,22.0,2.7,1.3,0.0,0.5,4.4
2001,10.0,3.0,1.9,1.0,0.3,6.4
2001,15.0,2.5,0.2,0.0,0.4,3.1
2001,9.0,3.9,2.9,1.5,0.8,9.0
2001,-7.0,6.3,3.1,0.7,0.7,10.6
2001,3.0,7.6,3.3,0.2,1.2,12.2
2001,-5.0,6.3,4.9,0.3,1.3,12.8
2001,-2.0,7.3,1.7,1.8,0.5,11.0
2001,-13.0,3.2,2.4,1.3,0.6,7.5
2001,-10.0,2.8,1.3,0.4,0.2,4.7
2001,-11.0,1.6,2.2,0.2,0.3,4.3
2001,-6.0,2.0,1.1,0.0,0.1,3.2
2001,7.0,1.8,0.7,0.0,0.2,2.6
2001,4.0,4.8,3.5,1.2,1.0,10.5
2001,0.0,3.9,2.5,0.3,0.7,7.6
2001,-4.0,3.6,1.3,1.4,0.4,7.1
2001,8.0,2.5,1.9,0.1,0.3,4.8
2001,-1.0,1.4,0.9,0.5,0.1,3.0
2001,20.0,0.8,0.3,0.0,0.0,1.2
2001,-22.0,0.8,0.3,0.0,0.0,1.1
2001,2.0,3.0,1.8,0.9,0.6,6.1
2001,-12.0,1.7,0.9,0.2,0.2,2.9
2001,-14.0,0.6,0.5,0.0,0.2,1.2
2001,-19.0,1.0,0.7,0.0,0.2,1.9
2001,-18.0,0.5,0.3,0.0,0.1,0.9
2001,30.0,0.5,0.3,0.0,0.1,0.9
2001,-3.0,1.7,0.9,0.6,0.1,3.4
2001,-25.0,0.4,0.2,0.0,0.0,0.7
2001,-23.0,0.7,0.5,0.0,0.2,1.3
2001,24.0,0.3,0.2,0.0,0.1,0.6
2001,-9.0,0.6,0.4,0.0,0.2,1.1
2001,-16.0,0.2,0.2,0.0,0.1,0.5
2001,-26.0,0.4,0.3,0.0,0.1,0.9
2001,-15.0,0.1,0.1,0.9,0.0,1.1
2001,-17.0,0.1,0.1,0.2,0.0,0.4
2002,8.0,11.8,7.5,0.5,2.1,21.9
2002,6.0,4.6,1.4,0.9,0.2,7.0
2002,-3.0,12.1,5.4,1.8,0.7,20.3
2002,18.0,3.4,0.2,0.0,0.6,4.1
2002,3.0,6.6,4.0,0.3,1.2,12.0
2002,7.0,5.6,2.4,0.9,0.5,9.6
2002,-12.0,3.8,1.9,0.6,0.6,6.7
2002,9.0,4.0,3.2,0.0,0.8,8.3
2002,0.0,9.0,4.4,0.3,1.3,15.5
2002,-1.0,5.1,3.3,0.1,0.8,9.3
2002,4.0,9.2,4.6,0.5,1.2,15.2
2002,-7.0,2.4,0.5,0.2,0.1,3.3
2002,-9.0,3.0,1.0,0.3,0.3,4.7
2002,-4.0,5.3,3.1,2.0,0.9,11.1
2002,-16.0,3.7,1.5,0.2,0.4,5.8
2002,-13.0,2.5,1.3,0.3,0.5,4.4
2002,-8.0,3.3,2.0,1.4,0.7,7.5
2002,-20.0,1.4,0.4,0.0,0.1,1.9
2002,-5.0,4.3,2.0,0.0,0.8,7.1
2002,23.0,1.2,0.5,0.0,0.1,1.8
2002,-11.0,2.5,1.0,0.0,0.2,3.5
2002,1.0,3.6,1.8,0.2,0.5,6.0
2002,5.0,3.6,1.1,0.3,0.3,5.2
2002,-18.0,2.2,1.6,0.0,0.5,4.4
2002,2.0,2.2,2.1,1.3,0.6,6.2
2002,19.0,1.1,0.1,0.0,0.2,1.3
2002,12.0,1.3,0.6,0.0,0.2,2.1
2002,-31.0,1.2,0.7,0.0,0.2,2.1
2002,-6.0,3.4,1.3,1.4,0.2,6.6
2002,14.0,2.5,1.7,0.6,0.4,5.2
2002,15.0,0.8,1.0,0.6,0.3,2.8
2002,-19.0,0.7,0.5,0.0,0.2,1.4
2002,11.0,2.3,1.7,0.0,0.2,4.1
2002,-15.0,0.9,0.3,0.0,0.1,1.3
2002,-25.0,0.5,0.4,0.0,0.1,1.1
2002,-10.0,1.1,0.9,0.3,0.3,2.6
2002,21.0,0.5,2.3,0.1,0.6,3.4
2002,-14.0,0.5,0.1,0.0,0.0,0.6
2002,-2.0,1.3,0.8,0.4,0.2,2.7
2002,22.0,0.4,0.1,0.0,0.0,0.6
2002,-23.0,0.6,0.3,0.0,0.1,1.1
2002,10.0,0.4,0.1,0.0,0.0,0.5
2002,-26.0,0.6,0.3,0.0,0.1,1.0
2002,26.0,0.3,0.1,0.0,0.0,0.4
2002,-17.0,0.3,0.3,0.2,0.1,1.0
2002,-22.0,0.2,0.2,0.0,0.1,0.5
2002,17.0,0.2,0.2,0.2,0.1,0.6
2002,-21.0,0.3,0.2,0.7,0.1,1.4
2003,9.0,8.6,1.5,0.9,1.3,12.0
2003,-1.0,7.7,4.8,0.5,1.3,14.4
2003,3.0,4.9,3.3,1.7,1.2,11.1
2003,-3.0,8.4,4.4,0.1,1.0,13.8
2003,-8.0,3.8,3.9,0.1,1.2,9.0
2003,19.0,1.9,1.1,2.1,0.2,5.3
2003,-19.0,3.7,1.8,1.2,0.3,7.1
2003,2.0,6.9,2.4,0.6,0.8,10.9
2003,5.0,3.2,3.3,0.2,1.3,7.9
2003,-16.0,1.6,0.2,0.5,0.1,2.4
2003,-2.0,3.4,2.4,0.1,0.7,6.5
2003,6.0,3.3,1.5,0.0,0.6,5.5
2003,0.0,4.4,1.9,0.0,0.6,6.9
2003,-7.0,5.1,3.1,1.3,0.7,10.1
2003,-11.0,2.2,0.9,0.8,0.1,4.1
2003,1.0,4.3,1.2,0.5,0.2,6.5
2003,12.0,1.1,1.1,0.0,0.4,2.6
2003,-4.0,2.1,1.0,0.3,0.1,3.4
2003,4.0,3.6,2.0,0.2,0.5,6.7
2003,-6.0,4.8,2.6,0.1,0.3,8.0
2003,-14.0,2.4,2.1,0.1,0.7,5.2
2003,-18.0,1.8,0.7,0.5,0.3,3.2
2003,-13.0,3.7,1.4,0.7,0.3,6.2
2003,-9.0,3.1,1.9,0.0,0.6,5.7
2003,-22.0,1.9,1.1,0.1,0.3,3.2
2003,-21.0,0.8,0.3,0.0,0.0,1.1
2003,7.0,2.6,1.0,0.1,0.2,3.8
2003,-15.0,2.0,0.6,1.7,0.1,4.6
2003,-17.0,1.3,0.4,0.0,0.0,1.8
2003,-10.0,1.9,1.3,0.0,0.5,3.6
2003,20.0,0.6,2.4,0.0,0.5,3.5
2003,-27.0,1.2,0.9,0.0,0.3,2.3
2003,14.0,0.6,0.3,0.0,0.0,0.9
2003,-12.0,1.0,0.7,0.5,0.2,2.5
2003,-29.0,0.5,0.4,0.0,0.1,1.0
2003,-5.0,3.2,1.6,0.7,0.3,5.8
2003,-28.0,0.7,0.4,0.3,0.2,1.6
2003,10.0,0.8,0.2,0.1,0.0,1.1
2003,17.0,0.4,0.1,0.0,0.0,0.5
2003,-26.0,0.3,0.3,0.2,0.1,0.9
2003,8.0,0.3,0.1,0.0,0.0,0.5
2003,15.0,0.5,0.3,0.0,0.1,0.8
2003,-25.0,0.4,0.3,0.3,0.1,1.2
2003,-30.0,0.3,0.1,0.0,0.0,0.4
2003,-24.0,0.2,0.2,0.0,0.1,0.5
2003,-20.0,0.2,0.2,0.0,0.1,0.4
2003,33.0,0.2,0.2,0.0,0.1,0.4
2004,5.0,14.0,3.8,0.5,11.4,30.0
2004,13.0,7.7,1.8,0.1,0.1,9.7
2004,12.0,4.2,0.3,0.0,0.1,4.5
2004,4.0,5.4,0.7,1.2,7.8,15.1
2004,-4.0,6.6,4.5,0.4,1.6,13.1
2004,-14.0,4.9,3.5,3.6,0.5,12.6
2004,8.0,3.9,0.5,0.0,0.6,5.0
2004,3.0,4.9,1.3,0.1,0.5,6.9
2004,0.0,5.3,3.2,1.1,1.1,10.7
2004,-5.0,8.4,4.3,0.7,1.3,14.6
2004,-9.0,6.6,3.4,0.1,1.4,11.7
2004,15.0,1.6,0.0,0.0,0.1,1.7
2004,-13.0,3.0,2.3,0.4,0.6,6.5
2004,1.0,5.3,2.5,3.8,0.7,12.1
2004,-1.0,4.5,2.3,1.3,0.4,8.5
2004,-7.0,5.4,2.0,0.9,0.7,9.0
2004,-2.0,8.6,3.2,2.6,2.5,17.3
2004,-10.0,3.6,1.7,0.3,0.5,6.2
2004,-3.0,3.6,1.1,0.5,0.2,5.6
2004,-11.0,4.7,2.2,0.4,0.5,8.0
2004,2.0,2.5,2.0,0.0,0.6,5.2
2004,-12.0,5.3,2.9,0.7,0.7,9.9
2004,-15.0,1.9,0.9,0.0,0.4,3.2
2004,6.0,2.4,1.2,0.3,0.5,4.4
2004,-6.0,4.8,2.8,1.2,1.0,10.1
2004,-8.0,3.7,1.5,0.6,0.5,5.9
2004,22.0,0.8,0.4,0.0,0.0,1.3
2004,7.0,2.7,1.4,0.2,0.2,4.6
2004,9.0,3.1,1.2,0.0,0.1,4.5
2004,-17.0,1.3,0.4,0.0,0.2,1.9
2004,14.0,0.6,0.2,0.0,0.0,0.8
2004,-37.0,0.5,0.2,0.0,0.0,0.8
2004,-27.0,0.9,0.4,0.0,0.0,1.3
2004,-18.0,0.8,0.3,0.0,0.1,1.1
2004,-19.0,1.5,1.6,0.2,0.7,4.0
2004,11.0,0.4,0.0,0.0,0.0,0.5
2004,-20.0,1.0,0.6,0.0,0.2,1.8
2004,-16.0,0.6,0.3,0.0,0.1,1.1
2004,16.0,0.3,0.1,0.0,0.0,0.5
2004,-28.0,0.6,0.1,0.1,0.1,0.8
2004,23.0,0.3,0.0,0.0,0.1,0.4
2004,-29.0,0.3,0.2,0.0,0.1,0.6
2004,-23.0,0.3,0.2,0.0,0.1,0.5
2004,-25.0,0.2,0.2,0.0,0.1,0.5
2004,-31.0,0.2,0.2,0.0,0.1,0.4
2004,-21.0,0.3,0.3,0.3,0.1,0.9
2004,-30.0,0.2,0.2,0.0,0.1,0.4
2004,20.0,0.1,6.2,0.0,0.0,6.3
2005,5.0,13.0,9.4,4.1,2.3,28.9
2005,-2.0,8.1,9.9,4.2,2.3,24.9
2005,8.0,8.0,1.1,0.0,1.2,10.3
2005,6.0,4.1,5.4,5.3,1.3,16.2
2005,12.0,3.5,3.0,0.4,1.7,8.7
2005,-1.0,5.8,4.0,5.9,1.3,16.9
2005,-3.0,5.6,2.9,1.5,0.7,10.4
2005,-6.0,8.0,3.0,1.2,1.3,13.6
2005,7.0,3.5,1.4,0.8,0.3,5.9
2005,-9.0,4.0,2.5,0.1,1.0,7.5
2005,19.0,1.8,0.0,0.0,0.1,1.9
2005,4.0,4.6,2.3,0.3,0.2,7.6
2005,0.0,5.7,4.6,2.1,1.2,13.5
2005,-10.0,4.6,1.4,0.5,1.2,8.1
2005,2.0,7.9,5.8,0.7,2.4,17.1
2005,-5.0,6.4,2.1,0.4,2.1,10.6
2005,-12.0,3.1,1.6,0.6,0.5,5.8
2005,1.0,5.7,1.8,0.3,1.0,9.0
2005,10.0,1.9,0.5,0.0,0.0,2.4
2005,-19.0,2.8,1.2,2.0,0.3,6.4
2005,-16.0,1.7,0.2,0.3,0.3,2.3
2005,-4.0,4.2,1.1,0.2,0.8,6.1
2005,-11.0,3.3,1.4,0.6,0.4,5.8
2005,-15.0,3.3,0.4,1.5,0.1,5.6
2005,-14.0,2.5,0.4,0.2,0.5,3.6
2005,-22.0,1.2,0.2,0.5,0.2,2.1
2005,14.0,0.9,1.0,0.0,0.4,2.4
2005,-8.0,1.7,0.3,0.2,0.4,2.8
2005,-20.0,0.8,0.4,0.0,0.0,1.2
2005,9.0,2.2,0.7,0.0,0.6,3.5
2005,21.0,0.7,0.0,0.0,0.1,0.9
2005,31.0,0.7,0.0,0.0,0.1,0.8
2005,27.0,0.7,0.4,0.0,0.1,1.1
2005,15.0,1.1,0.1,0.0,0.0,1.3
2005,16.0,0.5,0.5,0.0,0.0,1.1
2005,3.0,1.6,0.5,0.1,0.1,2.4
2005,-7.0,1.3,0.2,0.8,0.2,2.6
2005,-13.0,0.8,0.1,0.0,0.1,1.0
2005,11.0,0.4,0.2,0.0,0.0,0.6
2005,-36.0,0.4,0.0,0.0,0.1,0.5
2005,30.0,0.3,0.1,0.0,0.0,0.5
2005,-26.0,0.3,0.0,0.0,0.1,0.4
2005,-29.0,0.3,0.2,0.0,0.1,0.7
2005,28.0,0.3,0.2,0.0,0.0,0.6
2005,-17.0,0.3,0.1,0.0,0.0,0.4
2005,-23.0,0.2,0.2,0.0,0.1,0.5
2005,-30.0,0.2,0.2,0.0,0.1,0.5
2005,-21.0,0.4,0.6,0.0,0.3,1.2
2005,23.0,0.2,0.2,0.0,0.1,0.4
2005,-34.0,0.1,0.1,0.3,0.0,0.6
2005,-18.0,0.1,0.0,1.1,0.0,1.3
2006,-4.0,45.5,29.0,4.6,9.1,88.2
2006,-8.0,17.6,11.0,3.3,3.9,35.8
2006,4.0,15.1,12.0,6.5,3.9,37.7
2006,7.0,10.5,2.4,1.4,1.7,16.2
2006,5.0,8.1,4.8,1.5,1.9,16.4
2006,2.0,6.9,2.1,0.0,2.0,11.4
2006,11.0,4.3,2.7,0.1,1.0,8.1
2006,-5.0,5.3,2.1,0.1,0.9,8.4
2006,-2.0,4.1,1.9,0.1,1.0,7.3
2006,16.0,1.9,0.0,2.3,1.7,6.0
2006,-6.0,5.9,3.5,0.4,1.5,11.3
2006,-18.0,2.4,0.0,0.0,0.4,2.7
2006,6.0,4.5,3.1,1.3,1.5,10.4
2006,20.0,1.7,0.0,0.0,0.1,1.8
2006,0.0,3.1,1.8,0.2,1.0,6.2
2006,10.0,4.0,1.6,0.1,0.9,6.6
2006,17.0,2.6,1.8,0.0,0.5,4.9
2006,1.0,5.0,0.6,1.7,0.4,7.9
2006,-7.0,2.6,0.2,0.7,0.1,3.6
2006,-3.0,7.4,5.2,3.1,2.4,18.3
2006,-10.0,4.0,0.3,1.2,0.3,5.7
2006,9.0,2.1,1.6,0.8,0.5,5.0
2006,8.0,2.7,0.0,0.2,0.2,3.4
2006,3.0,5.0,2.1,1.1,0.6,8.9
2006,-13.0,2.9,0.0,0.3,0.4,3.6
2006,-11.0,3.1,0.3,1.5,0.5,5.1
2006,-14.0,3.0,0.8,0.3,0.6,4.8
2006,33.0,0.8,0.0,0.0,0.1,1.0
2006,-9.0,1.3,0.2,0.2,0.1,2.0
2006,-27.0,0.8,0.0,0.0,0.1,0.9
2006,14.0,1.1,0.8,0.0,0.2,2.1
2006,-21.0,0.7,0.2,0.0,0.0,0.9
2006,-1.0,1.8,2.1,0.7,0.5,5.2
2006,19.0,1.0,0.1,0.0,0.1,1.3
2006,-16.0,1.0,0.8,0.0,0.5,2.2
2006,40.0,0.6,0.0,0.0,0.1,0.7
2006,-23.0,0.7,0.2,0.0,0.2,1.0
2006,-12.0,1.4,0.7,0.8,0.3,3.3
2006,34.0,0.5,0.0,0.0,0.0,0.5
2006,-28.0,0.5,0.0,0.0,0.1,0.5
2006,-17.0,1.3,0.4,0.0,0.3,2.0
2006,30.0,0.4,0.0,0.0,0.1,0.5
2006,18.0,0.4,0.0,0.0,0.1,0.4
2006,-15.0,0.3,0.4,0.0,0.2,0.9
2006,-20.0,0.3,0.2,0.0,0.1,0.6
2006,-26.0,0.2,0.1,0.0,0.1,0.5
2006,-30.0,0.0,0.0,0.6,0.0,0.6
2007,3.0,16.1,14.5,5.0,7.0,42.7
2007,16.0,8.0,2.8,0.1,1.2,12.1
2007,8.0,14.0,7.1,2.4,2.6,25.9
2007,10.0,14.0,9.1,1.3,3.2,27.9
2007,-6.0,8.7,5.9,2.2,2.4,19.1
2007,-1.0,11.8,10.0,3.8,4.3,30.3
2007,-9.0,7.2,3.6,0.6,1.2,12.8
2007,0.0,9.7,2.1,0.2,4.3,16.6
2007,4.0,8.5,3.0,0.1,2.7,14.4
2007,6.0,9.9,4.5,1.5,1.4,17.6
2007,-3.0,5.5,1.7,1.0,0.9,9.4
2007,2.0,7.7,2.5,0.0,1.2,11.4
2007,26.0,3.4,1.5,0.0,0.6,5.5
2007,12.0,3.5,1.5,0.0,0.1,5.2
2007,7.0,8.6,6.0,0.2,2.0,16.7
2007,21.0,2.2,0.0,0.0,0.2,2.4
2007,-4.0,7.9,6.9,1.7,2.2,18.5
2007,11.0,4.2,1.6,0.4,0.6,6.9
2007,13.0,5.5,4.4,0.5,1.8,12.3
2007,-10.0,4.5,2.8,0.5,1.2,8.9
2007,-18.0,1.9,1.5,0.0,0.6,4.0
2007,5.0,3.8,2.7,0.4,1.3,8.1
2007,17.0,1.3,0.6,0.0,0.2,2.1
2007,9.0,2.0,2.4,0.6,0.7,5.8
2007,1.0,6.5,3.5,1.6,1.2,13.0
2007,-19.0,1.5,0.0,0.8,1.1,3.5
2007,-12.0,1.6,0.7,0.3,0.4,2.9
2007,28.0,0.9,0.0,0.0,0.1,1.0
2007,19.0,0.9,1.6,1.1,0.3,3.8
2007,-16.0,2.8,1.8,0.0,0.6,4.9
2007,-15.0,1.8,0.3,1.8,0.8,4.7
2007,-13.0,0.7,0.0,0.0,0.1,0.8
2007,18.0,1.2,0.0,0.0,2.5,3.7
2007,-14.0,2.5,1.4,0.8,1.5,6.3
2007,-17.0,0.7,0.0,0.1,0.1,0.8
2007,-8.0,2.4,1.3,0.3,0.5,4.8
2007,-11.0,2.1,2.2,0.1,1.0,5.3
2007,-7.0,1.4,0.5,0.8,0.3,3.3
2007,14.0,1.5,1.6,0.0,0.3,3.5
2007,-5.0,2.6,0.5,0.3,0.4,3.9
2007,20.0,0.8,0.4,0.5,0.1,1.9
2007,23.0,0.7,0.8,0.0,0.2,1.6
2007,-2.0,1.4,2.3,0.0,0.5,4.3
2007,42.0,0.4,0.0,0.0,0.0,0.4
2007,15.0,0.4,0.0,0.0,0.0,0.4
2007,-23.0,0.3,0.2,0.0,0.1,0.6
2007,53.0,0.2,0.2,0.0,0.1,0.4
2007,-22.0,0.2,0.3,0.1,0.1,0.6
2007,-28.0,0.2,0.1,0.0,0.1,0.4
2007,24.0,0.2,0.2,0.0,0.1,0.4
2007,-27.0,0.1,0.1,0.6,0.0,0.9
2008,-1.0,22.1,17.4,6.4,5.4,51.3
2008,19.0,7.4,3.7,0.1,1.1,12.4
2008,4.0,10.0,3.7,2.8,1.4,17.9
2008,8.0,12.8,5.1,0.1,2.1,20.2
2008,23.0,4.9,4.0,0.4,1.7,11.0
2008,16.0,4.2,2.0,0.1,1.8,8.1
2008,27.0,2.8,2.5,0.2,0.9,6.3
2008,-2.0,6.0,3.0,2.9,1.2,13.3
2008,9.0,6.3,2.6,0.0,1.9,10.7
2008,10.0,11.1,4.7,0.2,2.0,18.2
